FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,SPIELPLATZ_DETAIL,TYP_DETAIL,SE_ANNO_CAD_DATA
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dd7,492717,POINT (16.46591998122903 48.23305438870128),PA Am Krautgarten,22,"Hängematte, Klettern, Rutschen, Schaukeln, Wippen",sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dd6,492718,POINT (16.306078573829666 48.1980109013941),Ludwig-Zatzka-Park,14,"Generationenspielplatz, Klettern, Rutschen, Sand-Matsch, Schaukeln, Wasserspiel","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dd5,492719,POINT (16.361375016270134 48.189951683180674),Schütte-Lihotzky-Park,5,"Basketball, Bodenspiel, Klettern, Rutschen, Sandkiste, Schaukeln","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dd4,492720,POINT (16.460536156163478 48.15375398897503),PA Am Leberberg,11,"Basketball, Beachvolleyball, Klettern, Rutschen, Sandspielen, Schaukeln, Skaten, Trampolin, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz, Wasserspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dd3,492721,POINT (16.461961033918644 48.15334404921309),PA Am Leberberg,11,"Rutschen, Sandspielen, Schaukeln, Tischtennis","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dd2,492722,POINT (16.411099503309753 48.169082677007424),PA Ludwig-Kralik-Weg,11,"Fußball, Volleyball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dd1,492723,POINT (16.402775030510615 48.24769286413427),PA Angeliwiese,21,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Spieltier, Wippe",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dd0,492724,POINT (16.48873018331255 48.21270538656858),Lumbyepark,22,", Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dcf,492725,POINT (16.289386168873417 48.18004454538248),PA Küniglberg,13,"Hängematte, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Themenspiel Westernspielplatz, Wasserspiel, Wippen","Kleinkinderspielplatz, Themenspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dce,492726,POINT (16.291249818088 48.18119827220697),PA Küniglberg,13,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dcd,492727,POINT (16.295273067979117 48.2306494705302),Schrammelpark,17,"Klettern, Rutsche, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dcc,492728,POINT (16.45609910555704 48.2554241365372),PA Aktivspielplatz,22,"Basketball, Fußball",Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dcb,492729,POINT (16.378064341343006 48.21697311248109),GA Ludwig-Hirsch-Platz,2,"Karussell, Spieltier, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dca,492730,POINT (16.386727615244084 48.22287918428983),GA Volkertplatz,2,"Basketball, Hüpfen, Volleyball, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dc9,492731,POINT (16.404829258594063 48.23938538006798),Donaupark,22,"Basketball, Fußball, Klettern, Rutschen, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dc8,492732,POINT (16.405516360829253 48.238628899823524),Donaupark,22,Skaten,Skaterpark,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dc7,492733,POINT (16.410936863058044 48.24174191967117),Donaupark,22,"Boccia, Tischtennis",Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dc6,492734,POINT (16.409824193537588 48.24207965442906),Donaupark,22,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dc5,492735,POINT (16.411398298402947 48.242500382860435),Donaupark,22,"Squash, Tennis",Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dc4,492736,POINT (16.413390216243158 48.242342715503646),Donaupark,22,Skaten,Skaterpark,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dc3,492737,POINT (16.41443014623286 48.24033693835242),Donaupark,22,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dc2,492738,POINT (16.41458641209951 48.241687342334195),Donaupark,22,Brettspiel,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dc1,492739,POINT (16.415708591708874 48.24123624365719),Donaupark,22,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dc0,492740,POINT (16.415774095375422 48.239975390976454),Donaupark,22,Rodelhügel,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dbf,492741,POINT (16.419316233158153 48.23937533166857),Donaupark,22,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dbe,492742,POINT (16.417886608614793 48.23833916098042),Donaupark,22,", Balancieren, Drehen, Karussell, Klettern, Rutschen, Schaukeln, Trampolin, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dbd,492743,POINT (16.416137332000652 48.23784654931733),Donaupark,22,"Drehen, Karussell, Klettern, Rutschen, Sandkiste, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dbc,492744,POINT (16.417091114984483 48.2377648765832),Donaupark,22,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dbb,492745,POINT (16.377000804163806 48.237194140054434),PA Leithastraße,20,"Klettern, Rutschen, Sand-Matsch, Schaukeln, Spieltier, Wasserspiel, Wippen","Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dba,492746,POINT (16.322082921461497 48.21851494779658),PA Clemens-Hofbauer-Platz,17,"Balancieren, Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Spieltier, Wippen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-db9,492747,POINT (16.476697182996745 48.25299011585391),Motorikpark,22,"Fitness, Trampolin",Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-db8,492748,POINT (16.477488402622892 48.2546401121527),Motorikpark,22,"Karussel, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-db7,492749,POINT (16.478484244134904 48.25419181526874),Motorikpark,22,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-db6,492750,POINT (16.477649737870472 48.25378946386206),Motorikpark,22,"Rutschen, Sand-Matsch, Schaukeln",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-db5,492751,POINT (16.445613967556884 48.268227206707174),PA Langfeldgasse,21,"Basketball, Tischtennis","Ballspielkäfig, Ballspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-db4,492752,POINT (16.347014015011858 48.1999619919659),GA Jenny-Steiner-Weg,7,Klettern,Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-db3,492753,POINT (16.33078276921134 48.21755245277665),PA Ortliebgasse,17,"Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Spieltiere, Wasserspiel, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-db2,492754,POINT (16.349838352840838 48.28189905032551),PA Kuchelau,19,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-db1,492755,POINT (16.321200257697484 48.212806153839736),PA Wichtelgasse,16,"Klettern, Rutschen, Sandspielen, Schaukel, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-db0,492756,POINT (16.341331564640004 48.25338102370039),Wilfanpark,19,"Klettern, Rutschen, Sandspielen, Schaukeln, Wipppen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-daf,492757,POINT (16.337513889567266 48.250697183740485),Anna-Ehm-Park,19,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dae,492758,POINT (16.47443935495167 48.222715099714215),GA Wonkaplatz,22,"Boccia, Drehen, Karussell, Wasserspiel","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dad,492760,POINT (16.32595449631532 48.214803761210526),Lorenz-Bayer-Park,17,"Balancieren, Basketball, Fitness, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dac,492761,POINT (16.3464277599355 48.20463710513328),Karl-Farkas-Park,7,"Balancieren, Basketball, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Volleyball, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-dab,492762,POINT (16.32478315631484 48.19737246712982),GA Kardinal-Rauscher-Platz,15,"Fitness, Karussell, Rutschen, Wasserspiel, Wippen","Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-daa,492763,POINT (16.332579837186742 48.18938835194751),Herklotzpark,15,"Rutschen, Sandspielen, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-da9,492764,POINT (16.267718302382885 48.14947994539921),Ölzeltpark,23,"Fitness, Fitnessgerät, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-da8,492765,POINT (16.333989499999554 48.239121584583856),Hugo-Wolf-Park,19,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-da7,492766,POINT (16.33445190713541 48.240238802148724),Hugo-Wolf-Park,19,"Drehen, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-da6,492767,POINT (16.46937606939676 48.1543885726865),PA Flammweg,11,"Drehen, Karussell, Klettern, Rutschen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-da5,492768,POINT (16.35760431304856 48.15287816176482),PA Wienerfeldsiedlung,10,Skaten,Skaterpark,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-da4,492769,POINT (16.381046773500977 48.20364249098227),Stadtpark - Kinderpark,3,"Basketball, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Skaten, Spielhaus, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-da3,492770,POINT (16.38151570374912 48.204766410663105),Stadtpark - Kinderpark,3,Rodelhügel,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-da2,492771,POINT (16.445358493294112 48.26968354287306),PA Dopschstraße,21,"Klettern, Rutschen, Schaukeln, Spielhaus, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-da1,492772,POINT (16.32848344665661 48.172914543221346),Theodor-Körner-Park,12,"Karussell, Klettern, Schaukeln, Volleyball, Wasserspiel","Ballspielplatz, Spielplatz, Wasserspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-da0,492773,POINT (16.38877232652978 48.145330675498265),PA Ada-Christen-Gasse,10,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d9f,492774,POINT (16.38396596980369 48.179333162868204),Helmut-Zilk-Park,10,"Klettern, Motorikspielplatz, Rutschen, Sandspielen, Schaukeln, Spielhaus","Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d9e,492775,POINT (16.342325759739573 48.220909191527056),Anton-Baumann-Park,18,"Balancieren, Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d9d,492776,POINT (16.377781168845864 48.24913772497116),Schmetterlingspark,20,"Basketball, Fußball, Hüpfen, Karussell, Klettern, Rutschen, Sand-Matsch, Schaukeln, Seilbahn, Tischtennis, Wasserspiel","Ballspielkäfig, Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d9c,492777,POINT (16.398471605778337 48.191383354472194),Waisenhauspark,3,"Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d9b,492778,POINT (16.290380111425026 48.158756076490214),PA Schluckergasse,13,Boccia,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d9a,492779,POINT (16.290778363387524 48.159606527214834),PA Schluckergasse,13,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d99,492780,POINT (16.497285337504653 48.22521219356125),Yella-Hertzka-Park,22,Bewegung,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d98,492781,POINT (16.502500184612497 48.227718154441625),Yella-Hertzka-Park,22,Wasserspiel,Wasserspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d97,492782,POINT (16.497714899043473 48.226052600186485),Yella-Hertzka-Park,22,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wasserspiel, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d96,492783,POINT (16.308163993545097 48.20943250697594),PA Wiesberggasse,16,"Balancieren, Basketball, Fitness, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d95,492784,POINT (16.28787889116564 48.16773085195739),PA Furtwänglerplatz,13,"Basketball, Drehen, Karussell, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Seilbahn, Tischtennis, Wasserspiel","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d94,492785,POINT (16.336306250815834 48.1932197194851),PA Haidmannsgasse,15,"Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d93,492786,POINT (16.26984255940524 48.18910766271448),PA Sommerergasse,13,"Brettspiel, Sandspielen, Spielhaus, Wippen","Kleinkinderspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d92,492787,POINT (16.306171210211627 48.1652160802062),Franz-Hübel-Park,12,"Balancieren, Drehen, Fußball, Karussell, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d91,492788,POINT (16.475844094420616 48.21257474414839),PA Am Müllnermais,22,"Hängematte, Klettern, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d90,492789,POINT (16.352516702328984 48.229524125876466),Helene-Deutsch-Park,9,"Basketball, Drehen, Fußball, Klettern, Rutschen, Schaukeln, Volleyball, Wasserspiel","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d8f,492790,POINT (16.30620724045119 48.163485512767494),Hetzendorfer Schloßpark,12,"Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d8e,492791,POINT (16.438125976158073 48.269744901173546),PA Dominik-Wölfel-Gasse,21,"Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d8d,492792,POINT (16.303908282154012 48.16447291294675),GA Marschallplatz,12,"Klettern, Rutschen, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d8c,492793,POINT (16.472302004187842 48.24605153243807),Jakob-Bindel-Park,22,"Basketball, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d8b,492794,POINT (16.449859090327998 48.15601619804799),PA Zehngrafweg,11,Fußball,Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d8a,492795,POINT (16.335478188770665 48.1989318715539),Goldschlagstraße 1-126,15,Spieltier,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d89,492796,POINT (16.303636438001238 48.149665715048414),PA Josef-Österreicher-Gasse,23,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d88,492797,POINT (16.52511256757608 48.218113040065695),PA Rosenbergstraße,22,"Balancieren, Klettern, Rutschen, Schaukeln, Spieltier",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d87,492798,POINT (16.345737616510963 48.20062050204039),Dorothea-Neff-Park,7,"Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d86,492799,POINT (16.32585228513841 48.18717288781154),PA Dreihausgasse,15,"Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d85,492759,POINT (16.412980308358694 48.29715853220722),PA Edi-Finger-Straße,21,"Klettern, Sandspielen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d84,492386,POINT (16.42164457457282 48.2544316808122),PA Carminweg,21,"Trampolin, Volleyball","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d83,492387,POINT (16.282780544294162 48.20566987266052),PA Antaeusgasse,14,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d82,492388,POINT (16.287004640896342 48.15213070529011),PA Pölleritzergasse,23,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d81,492389,POINT (16.335158698547797 48.17875068354996),PA Vierthalergasse,12,"Basketball, Klettern, Rutschen, Sand-Matsch, Sandspielen, Tischtennis, Volleyball, Wasserspiel","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d80,492390,POINT (16.313082134761277 48.20920333400798),PA Hettenkofergasse,16,"Balancieren, Basketball, Drehen, Fußball, Klettern, Reck, Rutschen, Schaukeln, Wippen","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d7f,492391,POINT (16.34857130463371 48.194839214312786),Loquaipark,6,"Klettern, Rutschen, Sandkiste, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d7e,492392,POINT (16.466507280898647 48.231792074064124),PA Hyazinthengasse,22,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d7d,492393,POINT (16.518133717654813 48.208917726574384),PA Kirschenallee,22,"Balancieren, Drehen, Fitness, Fußball, Klettern, Rutschen, Sand-Matsch, Schaukeln, Wasserspiel, Wippen","Ballspielplatz, Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d7c,492394,POINT (16.365567946439132 48.226580891806265),Diana-Budisavljevic-Park,9,Skaten,Skaterpark,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d7b,492395,POINT (16.367334378606493 48.22409136194143),Diana-Budisavljevic-Park,9,", Fitness, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen","Generationenspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d7a,492396,POINT (16.331045497601252 48.19799686641679),Reithofferpark,15,"Basketballl, Fitness, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhais, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d79,492397,POINT (16.373409650881563 48.16998173596169),PA Suchenwirtplatz,10,"Balancieren, Fußball, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d78,492398,POINT (16.39104415380131 48.23803216432543),Rechter Donaudamm Spielplatz 5,20,"Hüpfen, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d77,492399,POINT (16.308682692377932 48.234705498039155),PA Naaffgasse,18,"Rutschen, Sandkiste, Wippe",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d76,492400,POINT (16.42915762763242 48.165332022622025),PA Dürrnbacherstraße,11,"Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d75,492401,POINT (16.4258730990918 48.16722310704439),PA Dürrnbacherstraße,11,"Rutschen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d74,492402,POINT (16.42999416052749 48.16463217195119),PA Dürrnbacherstraße,11,"Basketball, Tischtennis",Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d73,492403,POINT (16.392358059027316 48.19875265664152),Arenbergpark,3,"Basketball, Drehen, Fußball, Hüpfen, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d72,492404,POINT (16.298472603216272 48.22948476546307),PA Rupertusplatz,17,", Klettern, Rutschen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d71,492405,POINT (16.396068186406296 48.21897687772211),Venediger-Au-Park,2,"Balancieren, Drehen, Karussell, Klettern, Rutschen, Sand-Matsch, Schaukeln, Seilbahn, Spieltier, Streetball, Tischtennis, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d70,492406,POINT (16.393928626778763 48.2188697984435),Venediger-Au-Park,2,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d6f,492407,POINT (16.338367480776242 48.20167812764001),PA Urban-Loritz-Platz,7,"Balancieren, Fußball, Hüpfen, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Streetball, Tischtennis, Wasserspiel, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d6e,492408,POINT (16.386425401574034 48.29165076285578),Alois-Heidel-Park,21,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d6d,492409,POINT (16.303459581905066 48.22924296468897),Josef-Kaderka-Park,17,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d6c,492410,POINT (16.304369878392674 48.2290667041614),Josef-Kaderka-Park,17,"Rutschen, Sandspielen, Schaukeln, Spielhaus, WIppen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d6b,492411,POINT (16.350863308323383 48.18277958910316),Ernst-Lichtblau-Park,5,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d6a,492412,POINT (16.37714058435899 48.170866068848035),Antonspark,10,"Balancieren, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Tischtennis, Trampolin, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d69,492413,POINT (16.378290444471972 48.17121010805723),Antonspark,10,"Basketball, Fußball, Volleyball","Ballspielkäfig, Ballspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d68,492414,POINT (16.31533477684124 48.19153226058302),Heinz-Conrads-Park,14,"Basketball, Fußball, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-6b31b764_175f1f73206_-d67,492415,POINT (16.31530554280857 48.13995406913501),PaN-Park,23,"Basketball, Beachvolleyball, Fitness, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Skaten, Tischtennis, Trampolin, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz",
